Snorlax,143,37.8051735585227,-122.428896331036,808580df267,NjM0Mjg5NDgzNzQ1MTgzODkwOQ==,2016-09-29T16:16:45
Alakazam,65,37.8063768403044,-122.429338737104,808580df4e9,MTY2OTg3ODE0NDMzOTc2NzAzMzM=,2016-09-29T19:27:13
Dewgong,87,37.8110246565221,-122.418101045029,8085811dfc7,MTYwNzM5NzY3NDY4OTc2MzQ5MjU=,2016-09-29T21:34:36
Flareon,136,37.8100012209174,-122.426507306036,80858120513,MTIxMDg2NjkzNTY3ODQ4NDg3MzM=,2016-09-30T00:33:09
Vaporeon,134,37.8090173339802,-122.43163921858,80858126e3b,NjgwODM2NTM5MTk1NzM1MDA3Nw==,2016-09-30T04:11:40
Vaporeon,134,37.7993220481633,-122.413322449304,808580ee249,MzIzNDExOTE3MDg0MDQ2MTUwMQ==,2016-09-30T06:41:56
Snorlax,143,37.8107317939501,-122.411552543875,808580fd231,MTY0MDM2MzE4NDI5ODA2NTM3NTc=,2016-09-30T07:29:47
Dewgong,87,37.810970219551,-122.418278025881,8085811dfdb,MzQ4NDM3MTE3Njk0MjA2NjY1Mw==,2016-09-30T08:29:57
Jolteon,135,37.8187083228309,-122.399162371391,808581aaf85,NzcyOTI4NjU3MzEyNjk2NTQ4NQ==,2016-09-30T10:31:56
Jolteon,135,37.7961340126798,-122.421994554865,808580e9977,ODU2NjY1NzEwNjEyMjg1ODk0MQ==,2016-09-30T21:39:33
Snorlax,143,37.8031289926976,-122.406508149865,808580f730d,MTIzODA2OTk3MzM5Mjc2NDQ2MjE=,2016-09-30T23:22:59
Vaporeon,134,37.8097388400174,-122.410667579981,808580fcee3,MTUwMDQxMzg0NjI3Nzg3OTAxODk=,2016-10-01T00:18:16
Vaporeon,134,37.8073404546488,-122.431285301637,8085812769b,MTIzNjg4OTY1NDM1OTAyMTQwNDU=,2016-10-01T00:22:53
Vaporeon,134,37.8081335931728,-122.430400504054,80858127379,NDgyMTYzNzM1MzI1NTg2MzM4OQ==,2016-10-01T00:35:17
Vaporeon,134,37.8098077008628,-122.4099596035,808580fcf5f,MzAyNDg2OTExOTE1OTU5Njg0NQ==,2016-10-01T00:50:25
Venusaur,3,37.8021718424094,-122.41252599555,808580f01cd,MTA3OTkzMzExMjI5NzIxMDg1ODk=,2016-10-01T01:22:26
Venusaur,3,37.8073037343608,-122.436240030155,8085812862f,MTA2MjMzMzg3NTM1Mzc0NDYyMjE=,2016-10-01T02:38:41
Vaporeon,134,37.8103566894389,-122.417127645013,808580e20d7,MzM2ODU1Nzk2NzAyNjA0NDI5,2016-10-01T02:48:25
Vaporeon,134,37.8103566894389,-122.417127645013,808580e20d7,MzM2ODU1Nzk2NzAyNjA0NDI5,2016-10-01T02:48:25
Dratini,147,37.8096709094878,-122.422260016187,8085811fdbf,NDE5OTA2NDg2OTgzMjQ0MDc2NQ==,2016-10-01T02:59:01
Dratini,147,37.8067395308899,-122.434205080701,80858127ea5,MjI2ODMwMjQ1MjY2Njc5MTE4MQ==,2016-10-01T02:58:47
Dratini,147,37.8082117165027,-122.428453923103,80858120bdb,MTA0MzY5NzAyMjkxMDg2Mzg2ODU=,2016-10-01T03:01:01
